Date ,Index Identifier,Yields 
2019-07-01,S&P 500  Financials  Bond Index,0.029
2019-07-02,S&P 500  Financials  Bond Index,0.0286
2019-07-03,S&P 500  Financials  Bond Index,0.0284
2019-07-05,S&P 500  Financials  Bond Index,0.0292
2019-07-08,S&P 500  Financials  Bond Index,0.0292
2019-07-09,S&P 500  Financials  Bond Index,0.0295
2019-07-10,S&P 500  Financials  Bond Index,0.0293
2019-07-11,S&P 500  Financials  Bond Index,0.0296
2019-07-12,S&P 500  Financials  Bond Index,0.0295
2019-07-15,S&P 500  Financials  Bond Index,0.0295
2019-07-16,S&P 500  Financials  Bond Index,0.0297
2019-07-17,S&P 500  Financials  Bond Index,0.0293
2019-07-18,S&P 500  Financials  Bond Index,0.029
2019-07-19,S&P 500  Financials  Bond Index,0.029
2019-07-22,S&P 500  Financials  Bond Index,0.029
2019-07-23,S&P 500  Financials  Bond Index,0.0291
2019-07-24,S&P 500  Financials  Bond Index,0.0289
2019-07-25,S&P 500  Financials  Bond Index,0.029
2019-07-26,S&P 500  Financials  Bond Index,0.0291
2019-07-29,S&P 500  Financials  Bond Index,0.0288
2019-07-30,S&P 500  Financials  Bond Index,0.0289
2019-07-31,S&P 500  Financials  Bond Index,0.0289
2019-08-01,S&P 500  Financials  Bond Index,0.0277
2019-08-02,S&P 500  Financials  Bond Index,0.0277
2019-08-05,S&P 500  Financials  Bond Index,0.0269
2019-08-06,S&P 500  Financials  Bond Index,0.027
2019-08-07,S&P 500  Financials  Bond Index,0.0267
2019-08-08,S&P 500  Financials  Bond Index,0.0269
2019-08-09,S&P 500  Financials  Bond Index,0.027
2019-08-12,S&P 500  Financials  Bond Index,0.0264
2019-08-13,S&P 500  Financials  Bond Index,0.027
2019-08-14,S&P 500  Financials  Bond Index,0.0264
2019-08-15,S&P 500  Financials  Bond Index,0.0259
2019-08-16,S&P 500  Financials  Bond Index,0.0258
2019-08-19,S&P 500  Financials  Bond Index,0.0262
2019-08-20,S&P 500  Financials  Bond Index,0.0259
2019-08-21,S&P 500  Financials  Bond Index,0.026
2019-08-22,S&P 500  Financials  Bond Index,0.0261
2019-08-23,S&P 500  Financials  Bond Index,0.0255
2019-08-26,S&P 500  Financials  Bond Index,0.0257
2019-08-27,S&P 500  Financials  Bond Index,0.0253
2019-08-28,S&P 500  Financials  Bond Index,0.0252
2019-08-29,S&P 500  Financials  Bond Index,0.0255
2019-08-30,S&P 500  Financials  Bond Index,0.0254
2019-09-03,S&P 500  Financials  Bond Index,0.0251
2019-09-04,S&P 500  Financials  Bond Index,0.0249
2019-09-05,S&P 500  Financials  Bond Index,0.0258
2019-09-06,S&P 500  Financials  Bond Index,0.0257
2019-09-09,S&P 500  Financials  Bond Index,0.0262
2019-09-10,S&P 500  Financials  Bond Index,0.0269
2019-09-11,S&P 500  Financials  Bond Index,0.0271
2019-09-12,S&P 500  Financials  Bond Index,0.0275
2019-09-13,S&P 500  Financials  Bond Index,0.0284
2019-09-16,S&P 500  Financials  Bond Index,0.028
2019-09-17,S&P 500  Financials  Bond Index,0.0278
2019-09-18,S&P 500  Financials  Bond Index,0.0276
2019-09-19,S&P 500  Financials  Bond Index,0.0274
2019-09-20,S&P 500  Financials  Bond Index,0.0272
2019-09-23,S&P 500  Financials  Bond Index,0.0268
2019-09-24,S&P 500  Financials  Bond Index,0.0262
2019-09-25,S&P 500  Financials  Bond Index,0.0271
2019-09-26,S&P 500  Financials  Bond Index,0.0266
2019-09-27,S&P 500  Financials  Bond Index,0.0264
2019-09-30,S&P 500  Financials  Bond Index,0.0265
2019-10-01,S&P 500  Financials  Bond Index,0.0262
2019-10-02,S&P 500  Financials  Bond Index,0.0258
2019-10-03,S&P 500  Financials  Bond Index,0.0251
2019-10-04,S&P 500  Financials  Bond Index,0.025
2019-10-07,S&P 500  Financials  Bond Index,0.0254
2019-10-08,S&P 500  Financials  Bond Index,0.0253
2019-10-09,S&P 500  Financials  Bond Index,0.0257
2019-10-10,S&P 500  Financials  Bond Index,0.0261
2019-10-11,S&P 500  Financials  Bond Index,0.0267
2019-10-15,S&P 500  Financials  Bond Index,0.0267
2019-10-16,S&P 500  Financials  Bond Index,0.0264
2019-10-17,S&P 500  Financials  Bond Index,0.0264
2019-10-18,S&P 500  Financials  Bond Index,0.0262
2019-10-21,S&P 500  Financials  Bond Index,0.0264
2019-10-22,S&P 500  Financials  Bond Index,0.0263
2019-10-23,S&P 500  Financials  Bond Index,0.0263
2019-10-24,S&P 500  Financials  Bond Index,0.0264
2019-10-25,S&P 500  Financials  Bond Index,0.0266
2019-10-28,S&P 500  Financials  Bond Index,0.0267
2019-10-29,S&P 500  Financials  Bond Index,0.0265
2019-10-30,S&P 500  Financials  Bond Index,0.0263
2019-10-31,S&P 500  Financials  Bond Index,0.0254
2019-11-01,S&P 500  Financials  Bond Index,0.0256
2019-11-04,S&P 500  Financials  Bond Index,0.026
2019-11-05,S&P 500  Financials  Bond Index,0.0266
2019-11-06,S&P 500  Financials  Bond Index,0.0261
2019-11-07,S&P 500  Financials  Bond Index,0.0268
2019-11-08,S&P 500  Financials  Bond Index,0.0268
2019-11-12,S&P 500  Financials  Bond Index,0.0267
2019-11-13,S&P 500  Financials  Bond Index,0.0265
2019-11-14,S&P 500  Financials  Bond Index,0.0261
2019-11-15,S&P 500  Financials  Bond Index,0.0263
2019-11-18,S&P 500  Financials  Bond Index,0.026
2019-11-19,S&P 500  Financials  Bond Index,0.0261
2019-11-20,S&P 500  Financials  Bond Index,0.0257
2019-11-21,S&P 500  Financials  Bond Index,0.026
2019-11-22,S&P 500  Financials  Bond Index,0.0261
2019-11-25,S&P 500  Financials  Bond Index,0.0259
2019-11-26,S&P 500  Financials  Bond Index,0.0257
2019-11-27,S&P 500  Financials  Bond Index,0.0259
2019-11-29,S&P 500  Financials  Bond Index,0.0258
2019-12-02,S&P 500  Financials  Bond Index,0.0262
2019-12-03,S&P 500  Financials  Bond Index,0.0252
2019-12-04,S&P 500  Financials  Bond Index,0.0257
2019-12-05,S&P 500  Financials  Bond Index,0.0258
2019-12-06,S&P 500  Financials  Bond Index,0.026
2019-12-09,S&P 500  Financials  Bond Index,0.0258
2019-12-10,S&P 500  Financials  Bond Index,0.0259
2019-12-11,S&P 500  Financials  Bond Index,0.0256
2019-12-12,S&P 500  Financials  Bond Index,0.0262
2019-12-13,S&P 500  Financials  Bond Index,0.0256
2019-12-16,S&P 500  Financials  Bond Index,0.026
2019-12-17,S&P 500  Financials  Bond Index,0.0259
2019-12-18,S&P 500  Financials  Bond Index,0.0261
2019-12-19,S&P 500  Financials  Bond Index,0.0258
2019-12-20,S&P 500  Financials  Bond Index,0.026
2019-12-23,S&P 500  Financials  Bond Index,0.0261
2019-12-24,S&P 500  Financials  Bond Index,0.0259
2019-12-26,S&P 500  Financials  Bond Index,0.0258
2019-12-27,S&P 500  Financials  Bond Index,0.0254
2019-12-30,S&P 500  Financials  Bond Index,0.0256
2019-12-31,S&P 500  Financials  Bond Index,0.0256
2020-01-02,S&P 500  Financials  Bond Index,0.0254
2020-01-03,S&P 500  Financials  Bond Index,0.0249
2020-01-06,S&P 500  Financials  Bond Index,0.0252
2020-01-07,S&P 500  Financials  Bond Index,0.0253
2020-01-08,S&P 500  Financials  Bond Index,0.0257
2020-01-09,S&P 500  Financials  Bond Index,0.0254
2020-01-10,S&P 500  Financials  Bond Index,0.0251
2020-01-13,S&P 500  Financials  Bond Index,0.0252
2020-01-14,S&P 500  Financials  Bond Index,0.0251
2020-01-15,S&P 500  Financials  Bond Index,0.0249
2020-01-16,S&P 500  Financials  Bond Index,0.0249
2020-01-17,S&P 500  Financials  Bond Index,0.0249
2020-01-21,S&P 500  Financials  Bond Index,0.0245
2020-01-22,S&P 500  Financials  Bond Index,0.0243
2020-01-23,S&P 500  Financials  Bond Index,0.0242
2020-01-24,S&P 500  Financials  Bond Index,0.0238
2020-01-27,S&P 500  Financials  Bond Index,0.0234
2020-01-28,S&P 500  Financials  Bond Index,0.0237
2020-01-29,S&P 500  Financials  Bond Index,0.0234
2020-01-30,S&P 500  Financials  Bond Index,0.0231
2020-01-31,S&P 500  Financials  Bond Index,0.0229
2020-02-03,S&P 500  Financials  Bond Index,0.0229
2020-02-04,S&P 500  Financials  Bond Index,0.0235
2020-02-05,S&P 500  Financials  Bond Index,0.0236
2020-02-06,S&P 500  Financials  Bond Index,0.0235
2020-02-07,S&P 500  Financials  Bond Index,0.023
2020-02-10,S&P 500  Financials  Bond Index,0.0227
2020-02-11,S&P 500  Financials  Bond Index,0.0231
2020-02-12,S&P 500  Financials  Bond Index,0.0233
2020-02-13,S&P 500  Financials  Bond Index,0.0233
2020-02-14,S&P 500  Financials  Bond Index,0.023
2020-02-18,S&P 500  Financials  Bond Index,0.0228
2020-02-19,S&P 500  Financials  Bond Index,0.023
2020-02-20,S&P 500  Financials  Bond Index,0.0227
2020-02-21,S&P 500  Financials  Bond Index,0.0223
2020-02-24,S&P 500  Financials  Bond Index,0.0219
2020-02-25,S&P 500  Financials  Bond Index,0.0217
2020-02-26,S&P 500  Financials  Bond Index,0.0219
2020-02-27,S&P 500  Financials  Bond Index,0.0216
2020-02-28,S&P 500  Financials  Bond Index,0.021
2020-03-02,S&P 500  Financials  Bond Index,0.0205
2020-03-03,S&P 500  Financials  Bond Index,0.0196
2020-03-04,S&P 500  Financials  Bond Index,0.0191
2020-03-05,S&P 500  Financials  Bond Index,0.0188
2020-03-06,S&P 500  Financials  Bond Index,0.0185
2020-03-09,S&P 500  Financials  Bond Index,0.0196
2020-03-10,S&P 500  Financials  Bond Index,0.0214
2020-03-11,S&P 500  Financials  Bond Index,0.0229
2020-03-12,S&P 500  Financials  Bond Index,0.0263
2020-03-13,S&P 500  Financials  Bond Index,0.0275
2020-03-16,S&P 500  Financials  Bond Index,0.0294
2020-03-17,S&P 500  Financials  Bond Index,0.0322
2020-03-18,S&P 500  Financials  Bond Index,0.0378
2020-03-19,S&P 500  Financials  Bond Index,0.0422
2020-03-20,S&P 500  Financials  Bond Index,0.0432
2020-03-23,S&P 500  Financials  Bond Index,0.0416
2020-03-24,S&P 500  Financials  Bond Index,0.041
2020-03-25,S&P 500  Financials  Bond Index,0.0382
2020-03-26,S&P 500  Financials  Bond Index,0.0339
2020-03-27,S&P 500  Financials  Bond Index,0.0323
2020-03-30,S&P 500  Financials  Bond Index,0.0305
2020-03-31,S&P 500  Financials  Bond Index,0.0289
2020-04-01,S&P 500  Financials  Bond Index,0.0294
2020-04-02,S&P 500  Financials  Bond Index,0.0296
2020-04-03,S&P 500  Financials  Bond Index,0.0296
2020-04-06,S&P 500  Financials  Bond Index,0.0298
2020-04-07,S&P 500  Financials  Bond Index,0.0291
2020-04-08,S&P 500  Financials  Bond Index,0.0281
2020-04-09,S&P 500  Financials  Bond Index,0.0257
2020-04-13,S&P 500  Financials  Bond Index,0.0238
2020-04-14,S&P 500  Financials  Bond Index,0.0229
2020-04-15,S&P 500  Financials  Bond Index,0.0228
2020-04-16,S&P 500  Financials  Bond Index,0.0229
2020-04-17,S&P 500  Financials  Bond Index,0.023
2020-04-20,S&P 500  Financials  Bond Index,0.0231
2020-04-21,S&P 500  Financials  Bond Index,0.0232
2020-04-22,S&P 500  Financials  Bond Index,0.0234
2020-04-23,S&P 500  Financials  Bond Index,0.0231
2020-04-24,S&P 500  Financials  Bond Index,0.023
2020-04-27,S&P 500  Financials  Bond Index,0.0232
2020-04-28,S&P 500  Financials  Bond Index,0.0227
2020-04-29,S&P 500  Financials  Bond Index,0.0223
2020-04-30,S&P 500  Financials  Bond Index,0.0221
2020-05-01,S&P 500  Financials  Bond Index,0.0224
2020-05-04,S&P 500  Financials  Bond Index,0.0224
2020-05-05,S&P 500  Financials  Bond Index,0.0224
2020-05-06,S&P 500  Financials  Bond Index,0.0225
2020-05-07,S&P 500  Financials  Bond Index,0.022
2020-05-08,S&P 500  Financials  Bond Index,0.0225
2020-05-11,S&P 500  Financials  Bond Index,0.0229
2020-05-12,S&P 500  Financials  Bond Index,0.0225
2020-05-13,S&P 500  Financials  Bond Index,0.0222
2020-05-14,S&P 500  Financials  Bond Index,0.0218
2020-05-15,S&P 500  Financials  Bond Index,0.0218
2020-05-18,S&P 500  Financials  Bond Index,0.0218
2020-05-19,S&P 500  Financials  Bond Index,0.0212
2020-05-20,S&P 500  Financials  Bond Index,0.0205
2020-05-21,S&P 500  Financials  Bond Index,0.0202
2020-05-22,S&P 500  Financials  Bond Index,0.0201
2020-05-26,S&P 500  Financials  Bond Index,0.0202
2020-05-27,S&P 500  Financials  Bond Index,0.0197
2020-05-28,S&P 500  Financials  Bond Index,0.0196
2020-05-29,S&P 500  Financials  Bond Index,0.019
2020-06-01,S&P 500  Financials  Bond Index,0.019
2020-06-02,S&P 500  Financials  Bond Index,0.0188
2020-06-03,S&P 500  Financials  Bond Index,0.0186
2020-06-04,S&P 500  Financials  Bond Index,0.0184
2020-06-05,S&P 500  Financials  Bond Index,0.0182
2020-06-08,S&P 500  Financials  Bond Index,0.0177
2020-06-09,S&P 500  Financials  Bond Index,0.0175
2020-06-10,S&P 500  Financials  Bond Index,0.0171
2020-06-11,S&P 500  Financials  Bond Index,0.0174
2020-06-12,S&P 500  Financials  Bond Index,0.0176
2020-06-15,S&P 500  Financials  Bond Index,0.0176
2020-06-16,S&P 500  Financials  Bond Index,0.0169
2020-06-17,S&P 500  Financials  Bond Index,0.0167
2020-06-18,S&P 500  Financials  Bond Index,0.0165
2020-06-19,S&P 500  Financials  Bond Index,0.0166
2020-06-22,S&P 500  Financials  Bond Index,0.0166
2020-06-23,S&P 500  Financials  Bond Index,0.0166
2020-06-24,S&P 500  Financials  Bond Index,0.0166
2020-06-25,S&P 500  Financials  Bond Index,0.0166
2020-06-26,S&P 500  Financials  Bond Index,0.0164
2020-06-29,S&P 500  Financials  Bond Index,0.0165
2020-06-30,S&P 500  Financials  Bond Index,0.0164
2020-07-01,S&P 500  Financials  Bond Index,0.0163
2020-07-02,S&P 500  Financials  Bond Index,0.0161
2020-07-06,S&P 500  Financials  Bond Index,0.0158
2020-07-07,S&P 500  Financials  Bond Index,0.0156
2020-07-08,S&P 500  Financials  Bond Index,0.0156
2020-07-09,S&P 500  Financials  Bond Index,0.0154
2020-07-10,S&P 500  Financials  Bond Index,0.0155
2020-07-13,S&P 500  Financials  Bond Index,0.0156
2020-07-14,S&P 500  Financials  Bond Index,0.0154
2020-07-15,S&P 500  Financials  Bond Index,0.0154
2020-07-16,S&P 500  Financials  Bond Index,0.0151
2020-07-17,S&P 500  Financials  Bond Index,0.0151
2020-07-20,S&P 500  Financials  Bond Index,0.015
2020-07-21,S&P 500  Financials  Bond Index,0.0147
2020-07-22,S&P 500  Financials  Bond Index,0.0144
2020-07-23,S&P 500  Financials  Bond Index,0.0143
2020-07-24,S&P 500  Financials  Bond Index,0.0144
2020-07-27,S&P 500  Financials  Bond Index,0.0145
2020-07-28,S&P 500  Financials  Bond Index,0.0143
2020-07-29,S&P 500  Financials  Bond Index,0.0143
2020-07-30,S&P 500  Financials  Bond Index,0.014
2020-07-31,S&P 500  Financials  Bond Index,0.0139
2020-08-03,S&P 500  Financials  Bond Index,0.0142
2020-08-04,S&P 500  Financials  Bond Index,0.0137
2020-08-05,S&P 500  Financials  Bond Index,0.0137
2020-08-06,S&P 500  Financials  Bond Index,0.0135
2020-08-07,S&P 500  Financials  Bond Index,0.0136
2020-08-10,S&P 500  Financials  Bond Index,0.0136
2020-08-11,S&P 500  Financials  Bond Index,0.014
2020-08-12,S&P 500  Financials  Bond Index,0.0141
2020-08-13,S&P 500  Financials  Bond Index,0.0144
2020-08-14,S&P 500  Financials  Bond Index,0.0145
2020-08-17,S&P 500  Financials  Bond Index,0.0145
2020-08-18,S&P 500  Financials  Bond Index,0.0146
2020-08-19,S&P 500  Financials  Bond Index,0.0146
2020-08-20,S&P 500  Financials  Bond Index,0.0145
2020-08-21,S&P 500  Financials  Bond Index,0.0145
2020-08-24,S&P 500  Financials  Bond Index,0.0145
2020-08-25,S&P 500  Financials  Bond Index,0.0147
2020-08-26,S&P 500  Financials  Bond Index,0.0147
2020-08-27,S&P 500  Financials  Bond Index,0.0149
2020-08-28,S&P 500  Financials  Bond Index,0.0148
2020-08-31,S&P 500  Financials  Bond Index,0.0146
2020-09-01,S&P 500  Financials  Bond Index,0.0144
2020-09-02,S&P 500  Financials  Bond Index,0.0142
2020-09-03,S&P 500  Financials  Bond Index,0.0141
2020-09-04,S&P 500  Financials  Bond Index,0.0146
2020-09-08,S&P 500  Financials  Bond Index,0.0147
2020-09-09,S&P 500  Financials  Bond Index,0.0148
2020-09-10,S&P 500  Financials  Bond Index,0.0147
2020-09-11,S&P 500  Financials  Bond Index,0.0145
2020-09-14,S&P 500  Financials  Bond Index,0.0145
2020-09-15,S&P 500  Financials  Bond Index,0.0145
2020-09-16,S&P 500  Financials  Bond Index,0.0145
2020-09-17,S&P 500  Financials  Bond Index,0.0145
2020-09-18,S&P 500  Financials  Bond Index,0.0146
2020-09-21,S&P 500  Financials  Bond Index,0.0147
2020-09-22,S&P 500  Financials  Bond Index,0.0146
2020-09-23,S&P 500  Financials  Bond Index,0.015
2020-09-24,S&P 500  Financials  Bond Index,0.0153
2020-09-25,S&P 500  Financials  Bond Index,0.0155
2020-09-28,S&P 500  Financials  Bond Index,0.0156
2020-09-29,S&P 500  Financials  Bond Index,0.0153
2020-09-30,S&P 500  Financials  Bond Index,0.0153
2020-10-01,S&P 500  Financials  Bond Index,0.0153
2020-10-02,S&P 500  Financials  Bond Index,0.0154
2020-10-05,S&P 500  Financials  Bond Index,0.0156
2020-10-06,S&P 500  Financials  Bond Index,0.0153
2020-10-07,S&P 500  Financials  Bond Index,0.0154
2020-10-08,S&P 500  Financials  Bond Index,0.0152
2020-10-09,S&P 500  Financials  Bond Index,0.0152
2020-10-13,S&P 500  Financials  Bond Index,0.0147
2020-10-14,S&P 500  Financials  Bond Index,0.0148
2020-10-15,S&P 500  Financials  Bond Index,0.0149
2020-10-16,S&P 500  Financials  Bond Index,0.015
2020-10-19,S&P 500  Financials  Bond Index,0.015
2020-10-20,S&P 500  Financials  Bond Index,0.0152
2020-10-21,S&P 500  Financials  Bond Index,0.0152
2020-10-22,S&P 500  Financials  Bond Index,0.0153
2020-10-23,S&P 500  Financials  Bond Index,0.0152
2020-10-26,S&P 500  Financials  Bond Index,0.015
2020-10-27,S&P 500  Financials  Bond Index,0.0148
2020-10-28,S&P 500  Financials  Bond Index,0.015
2020-10-29,S&P 500  Financials  Bond Index,0.0153
2020-10-30,S&P 500  Financials  Bond Index,0.0154
2020-11-02,S&P 500  Financials  Bond Index,0.0154
2020-11-03,S&P 500  Financials  Bond Index,0.0154
2020-11-04,S&P 500  Financials  Bond Index,0.0147
2020-11-05,S&P 500  Financials  Bond Index,0.0145
2020-11-06,S&P 500  Financials  Bond Index,0.0147
2020-11-09,S&P 500  Financials  Bond Index,0.0149
2020-11-10,S&P 500  Financials  Bond Index,0.0151
2020-11-12,S&P 500  Financials  Bond Index,0.0146
2020-11-13,S&P 500  Financials  Bond Index,0.0148
2020-11-16,S&P 500  Financials  Bond Index,0.0147
2020-11-17,S&P 500  Financials  Bond Index,0.0144
2020-11-18,S&P 500  Financials  Bond Index,0.0144
2020-11-19,S&P 500  Financials  Bond Index,0.0142
2020-11-20,S&P 500  Financials  Bond Index,0.0141
2020-11-23,S&P 500  Financials  Bond Index,0.0141
2020-11-24,S&P 500  Financials  Bond Index,0.0142
2020-11-25,S&P 500  Financials  Bond Index,0.0146
2020-11-27,S&P 500  Financials  Bond Index,0.0144
2020-11-30,S&P 500  Financials  Bond Index,0.0142
2020-12-01,S&P 500  Financials  Bond Index,0.0142
2020-12-02,S&P 500  Financials  Bond Index,0.0142
2020-12-03,S&P 500  Financials  Bond Index,0.014
2020-12-04,S&P 500  Financials  Bond Index,0.0142
2020-12-07,S&P 500  Financials  Bond Index,0.014
2020-12-08,S&P 500  Financials  Bond Index,0.0143
2020-12-09,S&P 500  Financials  Bond Index,0.0146
2020-12-10,S&P 500  Financials  Bond Index,0.0144
2020-12-11,S&P 500  Financials  Bond Index,0.0143
2020-12-14,S&P 500  Financials  Bond Index,0.0142
2020-12-15,S&P 500  Financials  Bond Index,0.0144
2020-12-16,S&P 500  Financials  Bond Index,0.0142
2020-12-17,S&P 500  Financials  Bond Index,0.0141
2020-12-18,S&P 500  Financials  Bond Index,0.0142
2020-12-21,S&P 500  Financials  Bond Index,0.0143
2020-12-22,S&P 500  Financials  Bond Index,0.0141
2020-12-23,S&P 500  Financials  Bond Index,0.0142
2020-12-24,S&P 500  Financials  Bond Index,0.014
2020-12-28,S&P 500  Financials  Bond Index,0.0141
2020-12-29,S&P 500  Financials  Bond Index,0.014
2020-12-30,S&P 500  Financials  Bond Index,0.0138
2020-12-31,S&P 500  Financials  Bond Index,0.0136
2021-01-04,S&P 500  Financials  Bond Index,0.0136
2021-01-05,S&P 500  Financials  Bond Index,0.0139
2021-01-06,S&P 500  Financials  Bond Index,0.0145
2021-01-07,S&P 500  Financials  Bond Index,0.0144
2021-01-08,S&P 500  Financials  Bond Index,0.0146
2021-01-11,S&P 500  Financials  Bond Index,0.0147
2021-01-12,S&P 500  Financials  Bond Index,0.0148
2021-01-13,S&P 500  Financials  Bond Index,0.0144
2021-01-14,S&P 500  Financials  Bond Index,0.0145
2021-01-15,S&P 500  Financials  Bond Index,0.0144
2021-01-19,S&P 500  Financials  Bond Index,0.0143
2021-01-20,S&P 500  Financials  Bond Index,0.0143
2021-01-21,S&P 500  Financials  Bond Index,0.0144
2021-01-22,S&P 500  Financials  Bond Index,0.0144
2021-01-25,S&P 500  Financials  Bond Index,0.0144
2021-01-26,S&P 500  Financials  Bond Index,0.0144
2021-01-27,S&P 500  Financials  Bond Index,0.0143
2021-01-28,S&P 500  Financials  Bond Index,0.0145
2021-01-29,S&P 500  Financials  Bond Index,0.0146
2021-02-01,S&P 500  Financials  Bond Index,0.0145
2021-02-02,S&P 500  Financials  Bond Index,0.0146
2021-02-03,S&P 500  Financials  Bond Index,0.0147
2021-02-04,S&P 500  Financials  Bond Index,0.0146
2021-02-05,S&P 500  Financials  Bond Index,0.0147
2021-02-08,S&P 500  Financials  Bond Index,0.0145
2021-02-09,S&P 500  Financials  Bond Index,0.0145
2021-02-10,S&P 500  Financials  Bond Index,0.0143
2021-02-11,S&P 500  Financials  Bond Index,0.0144
2021-02-12,S&P 500  Financials  Bond Index,0.0146
2021-02-16,S&P 500  Financials  Bond Index,0.0151
2021-02-17,S&P 500  Financials  Bond Index,0.0149
2021-02-18,S&P 500  Financials  Bond Index,0.0147
2021-02-19,S&P 500  Financials  Bond Index,0.0151
2021-02-22,S&P 500  Financials  Bond Index,0.0153
2021-02-23,S&P 500  Financials  Bond Index,0.0155
2021-02-24,S&P 500  Financials  Bond Index,0.0157
2021-02-25,S&P 500  Financials  Bond Index,0.0167
2021-02-26,S&P 500  Financials  Bond Index,0.0163
2021-03-01,S&P 500  Financials  Bond Index,0.0163
2021-03-02,S&P 500  Financials  Bond Index,0.0161
2021-03-03,S&P 500  Financials  Bond Index,0.0165
2021-03-04,S&P 500  Financials  Bond Index,0.017
2021-03-05,S&P 500  Financials  Bond Index,0.0173
2021-03-08,S&P 500  Financials  Bond Index,0.0179
2021-03-09,S&P 500  Financials  Bond Index,0.0178
2021-03-10,S&P 500  Financials  Bond Index,0.0176
2021-03-11,S&P 500  Financials  Bond Index,0.0175
2021-03-12,S&P 500  Financials  Bond Index,0.0182
2021-03-15,S&P 500  Financials  Bond Index,0.0181
2021-03-16,S&P 500  Financials  Bond Index,0.0181
2021-03-17,S&P 500  Financials  Bond Index,0.0181
2021-03-18,S&P 500  Financials  Bond Index,0.0185
2021-03-19,S&P 500  Financials  Bond Index,0.0184
2021-03-22,S&P 500  Financials  Bond Index,0.0181
2021-03-23,S&P 500  Financials  Bond Index,0.018
2021-03-24,S&P 500  Financials  Bond Index,0.0179
2021-03-25,S&P 500  Financials  Bond Index,0.0179
2021-03-26,S&P 500  Financials  Bond Index,0.0182
2021-03-29,S&P 500  Financials  Bond Index,0.0185
2021-03-30,S&P 500  Financials  Bond Index,0.0183
2021-03-31,S&P 500  Financials  Bond Index,0.0182
2021-04-01,S&P 500  Financials  Bond Index,0.018
2021-04-02,S&P 500  Financials  Bond Index,0.0184
2021-04-05,S&P 500  Financials  Bond Index,0.0181
2021-04-06,S&P 500  Financials  Bond Index,0.0177
2021-04-07,S&P 500  Financials  Bond Index,0.0177
2021-04-08,S&P 500  Financials  Bond Index,0.0176
2021-04-09,S&P 500  Financials  Bond Index,0.0177
2021-04-12,S&P 500  Financials  Bond Index,0.0178
2021-04-13,S&P 500  Financials  Bond Index,0.0175
2021-04-14,S&P 500  Financials  Bond Index,0.0176
2021-04-15,S&P 500  Financials  Bond Index,0.0171
2021-04-16,S&P 500  Financials  Bond Index,0.0175
2021-04-19,S&P 500  Financials  Bond Index,0.0177
2021-04-20,S&P 500  Financials  Bond Index,0.0175
2021-04-21,S&P 500  Financials  Bond Index,0.0174
2021-04-22,S&P 500  Financials  Bond Index,0.0174
2021-04-23,S&P 500  Financials  Bond Index,0.0174
2021-04-26,S&P 500  Financials  Bond Index,0.0174
2021-04-27,S&P 500  Financials  Bond Index,0.0175
2021-04-28,S&P 500  Financials  Bond Index,0.0173
2021-04-29,S&P 500  Financials  Bond Index,0.0173
2021-04-30,S&P 500  Financials  Bond Index,0.0173
2021-05-03,S&P 500  Financials  Bond Index,0.0166
2021-05-04,S&P 500  Financials  Bond Index,0.0166
2021-05-05,S&P 500  Financials  Bond Index,0.0166
2021-05-06,S&P 500  Financials  Bond Index,0.0163
2021-05-07,S&P 500  Financials  Bond Index,0.0163
2021-05-10,S&P 500  Financials  Bond Index,0.0165
2021-05-11,S&P 500  Financials  Bond Index,0.0168
2021-05-12,S&P 500  Financials  Bond Index,0.0173
2021-05-13,S&P 500  Financials  Bond Index,0.0169
2021-05-14,S&P 500  Financials  Bond Index,0.0166
2021-05-17,S&P 500  Financials  Bond Index,0.0168
2021-05-18,S&P 500  Financials  Bond Index,0.0167
2021-05-19,S&P 500  Financials  Bond Index,0.0171
2021-05-20,S&P 500  Financials  Bond Index,0.0166
2021-05-21,S&P 500  Financials  Bond Index,0.0166
2021-05-24,S&P 500  Financials  Bond Index,0.0164
2021-05-25,S&P 500  Financials  Bond Index,0.0161
2021-05-26,S&P 500  Financials  Bond Index,0.0161
2021-05-27,S&P 500  Financials  Bond Index,0.0162
2021-05-28,S&P 500  Financials  Bond Index,0.0161
2021-06-01,S&P 500  Financials  Bond Index,0.0162
2021-06-02,S&P 500  Financials  Bond Index,0.016
2021-06-03,S&P 500  Financials  Bond Index,0.0163
2021-06-04,S&P 500  Financials  Bond Index,0.0159
2021-06-07,S&P 500  Financials  Bond Index,0.016
2021-06-08,S&P 500  Financials  Bond Index,0.0159
2021-06-09,S&P 500  Financials  Bond Index,0.0156
2021-06-10,S&P 500  Financials  Bond Index,0.0156
2021-06-11,S&P 500  Financials  Bond Index,0.0157
2021-06-14,S&P 500  Financials  Bond Index,0.0159
2021-06-15,S&P 500  Financials  Bond Index,0.0159
2021-06-16,S&P 500  Financials  Bond Index,0.0163
2021-06-17,S&P 500  Financials  Bond Index,0.016
2021-06-18,S&P 500  Financials  Bond Index,0.0159
2021-06-21,S&P 500  Financials  Bond Index,0.0162
2021-06-22,S&P 500  Financials  Bond Index,0.016
2021-06-23,S&P 500  Financials  Bond Index,0.0162
2021-06-24,S&P 500  Financials  Bond Index,0.0162
2021-06-25,S&P 500  Financials  Bond Index,0.0164
2021-06-28,S&P 500  Financials  Bond Index,0.016
2021-06-29,S&P 500  Financials  Bond Index,0.016
