Date ,Index Identifier,Yields 
2013-01-01,S&P 500  Financials  Bond Index,0.0235
2013-01-02,S&P 500  Financials  Bond Index,0.0235
2013-01-03,S&P 500  Financials  Bond Index,0.0235
2013-01-04,S&P 500  Financials  Bond Index,0.0235
2013-01-07,S&P 500  Financials  Bond Index,0.0233
2013-01-08,S&P 500  Financials  Bond Index,0.0232
2013-01-09,S&P 500  Financials  Bond Index,0.023
2013-01-10,S&P 500  Financials  Bond Index,0.0231
2013-01-11,S&P 500  Financials  Bond Index,0.023
2013-01-14,S&P 500  Financials  Bond Index,0.023
2013-01-15,S&P 500  Financials  Bond Index,0.0231
2013-01-16,S&P 500  Financials  Bond Index,0.0231
2013-01-17,S&P 500  Financials  Bond Index,0.0234
2013-01-18,S&P 500  Financials  Bond Index,0.0232
2013-01-21,S&P 500  Financials  Bond Index,0.0233
2013-01-22,S&P 500  Financials  Bond Index,0.0231
2013-01-23,S&P 500  Financials  Bond Index,0.0232
2013-01-24,S&P 500  Financials  Bond Index,0.0232
2013-01-25,S&P 500  Financials  Bond Index,0.0237
2013-01-28,S&P 500  Financials  Bond Index,0.0237
2013-01-29,S&P 500  Financials  Bond Index,0.0237
2013-01-30,S&P 500  Financials  Bond Index,0.0237
2013-01-31,S&P 500  Financials  Bond Index,0.0236
2013-02-01,S&P 500  Financials  Bond Index,0.0238
2013-02-04,S&P 500  Financials  Bond Index,0.0236
2013-02-05,S&P 500  Financials  Bond Index,0.0238
2013-02-06,S&P 500  Financials  Bond Index,0.0235
2013-02-07,S&P 500  Financials  Bond Index,0.0234
2013-02-08,S&P 500  Financials  Bond Index,0.0234
2013-02-11,S&P 500  Financials  Bond Index,0.0234
2013-02-12,S&P 500  Financials  Bond Index,0.0237
2013-02-13,S&P 500  Financials  Bond Index,0.0237
2013-02-14,S&P 500  Financials  Bond Index,0.0232
2013-02-15,S&P 500  Financials  Bond Index,0.0233
2013-02-18,S&P 500  Financials  Bond Index,0.0233
2013-02-19,S&P 500  Financials  Bond Index,0.0235
2013-02-20,S&P 500  Financials  Bond Index,0.0234
2013-02-21,S&P 500  Financials  Bond Index,0.0232
2013-02-22,S&P 500  Financials  Bond Index,0.023
2013-02-25,S&P 500  Financials  Bond Index,0.0226
2013-02-26,S&P 500  Financials  Bond Index,0.0226
2013-02-27,S&P 500  Financials  Bond Index,0.0227
2013-02-28,S&P 500  Financials  Bond Index,0.0225
2013-03-01,S&P 500  Financials  Bond Index,0.0227
2013-03-04,S&P 500  Financials  Bond Index,0.0229
2013-03-05,S&P 500  Financials  Bond Index,0.0228
2013-03-06,S&P 500  Financials  Bond Index,0.0229
2013-03-07,S&P 500  Financials  Bond Index,0.0232
2013-03-08,S&P 500  Financials  Bond Index,0.0233
2013-03-11,S&P 500  Financials  Bond Index,0.0233
2013-03-12,S&P 500  Financials  Bond Index,0.023
2013-03-13,S&P 500  Financials  Bond Index,0.023
2013-03-14,S&P 500  Financials  Bond Index,0.0229
2013-03-15,S&P 500  Financials  Bond Index,0.0227
2013-03-18,S&P 500  Financials  Bond Index,0.0226
2013-03-19,S&P 500  Financials  Bond Index,0.0224
2013-03-20,S&P 500  Financials  Bond Index,0.0226
2013-03-21,S&P 500  Financials  Bond Index,0.0227
2013-03-22,S&P 500  Financials  Bond Index,0.0227
2013-03-25,S&P 500  Financials  Bond Index,0.0228
2013-03-26,S&P 500  Financials  Bond Index,0.0228
2013-03-27,S&P 500  Financials  Bond Index,0.0228
2013-03-28,S&P 500  Financials  Bond Index,0.0228
2013-03-29,S&P 500  Financials  Bond Index,0.0228
2013-04-01,S&P 500  Financials  Bond Index,0.023
2013-04-02,S&P 500  Financials  Bond Index,0.0231
2013-04-03,S&P 500  Financials  Bond Index,0.0228
2013-04-04,S&P 500  Financials  Bond Index,0.0226
2013-04-05,S&P 500  Financials  Bond Index,0.0222
2013-04-08,S&P 500  Financials  Bond Index,0.0224
2013-04-09,S&P 500  Financials  Bond Index,0.0224
2013-04-10,S&P 500  Financials  Bond Index,0.0225
2013-04-11,S&P 500  Financials  Bond Index,0.0224
2013-04-12,S&P 500  Financials  Bond Index,0.0221
2013-04-15,S&P 500  Financials  Bond Index,0.0221
2013-04-16,S&P 500  Financials  Bond Index,0.0222
2013-04-17,S&P 500  Financials  Bond Index,0.0222
2013-04-18,S&P 500  Financials  Bond Index,0.0221
2013-04-19,S&P 500  Financials  Bond Index,0.0221
2013-04-22,S&P 500  Financials  Bond Index,0.022
2013-04-23,S&P 500  Financials  Bond Index,0.0219
2013-04-24,S&P 500  Financials  Bond Index,0.0219
2013-04-25,S&P 500  Financials  Bond Index,0.0219
2013-04-26,S&P 500  Financials  Bond Index,0.0217
2013-04-29,S&P 500  Financials  Bond Index,0.0217
2013-04-30,S&P 500  Financials  Bond Index,0.0216
2013-05-01,S&P 500  Financials  Bond Index,0.0217
2013-05-02,S&P 500  Financials  Bond Index,0.0216
2013-05-03,S&P 500  Financials  Bond Index,0.0221
2013-05-06,S&P 500  Financials  Bond Index,0.0221
2013-05-07,S&P 500  Financials  Bond Index,0.022
2013-05-08,S&P 500  Financials  Bond Index,0.0219
2013-05-09,S&P 500  Financials  Bond Index,0.022
2013-05-10,S&P 500  Financials  Bond Index,0.0225
2013-05-13,S&P 500  Financials  Bond Index,0.0225
2013-05-14,S&P 500  Financials  Bond Index,0.0227
2013-05-15,S&P 500  Financials  Bond Index,0.0225
2013-05-16,S&P 500  Financials  Bond Index,0.022
2013-05-17,S&P 500  Financials  Bond Index,0.0225
2013-05-20,S&P 500  Financials  Bond Index,0.0225
2013-05-21,S&P 500  Financials  Bond Index,0.0224
2013-05-22,S&P 500  Financials  Bond Index,0.023
2013-05-23,S&P 500  Financials  Bond Index,0.023
2013-05-24,S&P 500  Financials  Bond Index,0.0229
2013-05-27,S&P 500  Financials  Bond Index,0.0231
2013-05-28,S&P 500  Financials  Bond Index,0.0237
2013-05-29,S&P 500  Financials  Bond Index,0.0239
2013-05-30,S&P 500  Financials  Bond Index,0.024
2013-05-31,S&P 500  Financials  Bond Index,0.0245
2013-06-03,S&P 500  Financials  Bond Index,0.0247
2013-06-04,S&P 500  Financials  Bond Index,0.0248
2013-06-05,S&P 500  Financials  Bond Index,0.025
2013-06-06,S&P 500  Financials  Bond Index,0.025
2013-06-07,S&P 500  Financials  Bond Index,0.0254
2013-06-10,S&P 500  Financials  Bond Index,0.0258
2013-06-11,S&P 500  Financials  Bond Index,0.0259
2013-06-12,S&P 500  Financials  Bond Index,0.0262
2013-06-13,S&P 500  Financials  Bond Index,0.0258
2013-06-14,S&P 500  Financials  Bond Index,0.0253
2013-06-17,S&P 500  Financials  Bond Index,0.0255
2013-06-18,S&P 500  Financials  Bond Index,0.0256
2013-06-19,S&P 500  Financials  Bond Index,0.0269
2013-06-20,S&P 500  Financials  Bond Index,0.0284
2013-06-21,S&P 500  Financials  Bond Index,0.0291
2013-06-24,S&P 500  Financials  Bond Index,0.03
2013-06-25,S&P 500  Financials  Bond Index,0.0303
2013-06-26,S&P 500  Financials  Bond Index,0.0297
2013-06-27,S&P 500  Financials  Bond Index,0.029
2013-06-28,S&P 500  Financials  Bond Index,0.0289
2013-07-01,S&P 500  Financials  Bond Index,0.0289
2013-07-02,S&P 500  Financials  Bond Index,0.0285
2013-07-03,S&P 500  Financials  Bond Index,0.0288
2013-07-04,S&P 500  Financials  Bond Index,0.0289
2013-07-05,S&P 500  Financials  Bond Index,0.0301
2013-07-08,S&P 500  Financials  Bond Index,0.0292
2013-07-09,S&P 500  Financials  Bond Index,0.0289
2013-07-10,S&P 500  Financials  Bond Index,0.0291
2013-07-11,S&P 500  Financials  Bond Index,0.0281
2013-07-12,S&P 500  Financials  Bond Index,0.0283
2013-07-15,S&P 500  Financials  Bond Index,0.0281
2013-07-16,S&P 500  Financials  Bond Index,0.0279
2013-07-17,S&P 500  Financials  Bond Index,0.0274
2013-07-18,S&P 500  Financials  Bond Index,0.0274
2013-07-19,S&P 500  Financials  Bond Index,0.027
2013-07-22,S&P 500  Financials  Bond Index,0.0268
2013-07-23,S&P 500  Financials  Bond Index,0.0269
2013-07-24,S&P 500  Financials  Bond Index,0.0274
2013-07-25,S&P 500  Financials  Bond Index,0.0275
2013-07-26,S&P 500  Financials  Bond Index,0.027
2013-07-29,S&P 500  Financials  Bond Index,0.0272
2013-07-30,S&P 500  Financials  Bond Index,0.0273
2013-07-31,S&P 500  Financials  Bond Index,0.0272
2013-08-01,S&P 500  Financials  Bond Index,0.0281
2013-08-02,S&P 500  Financials  Bond Index,0.027
2013-08-05,S&P 500  Financials  Bond Index,0.0273
2013-08-06,S&P 500  Financials  Bond Index,0.0272
2013-08-07,S&P 500  Financials  Bond Index,0.027
2013-08-08,S&P 500  Financials  Bond Index,0.0268
2013-08-09,S&P 500  Financials  Bond Index,0.0269
2013-08-12,S&P 500  Financials  Bond Index,0.0271
2013-08-13,S&P 500  Financials  Bond Index,0.0278
2013-08-14,S&P 500  Financials  Bond Index,0.0277
2013-08-15,S&P 500  Financials  Bond Index,0.0281
2013-08-16,S&P 500  Financials  Bond Index,0.0285
2013-08-19,S&P 500  Financials  Bond Index,0.0289
2013-08-20,S&P 500  Financials  Bond Index,0.0285
2013-08-21,S&P 500  Financials  Bond Index,0.0289
2013-08-22,S&P 500  Financials  Bond Index,0.0293
2013-08-23,S&P 500  Financials  Bond Index,0.0287
2013-08-26,S&P 500  Financials  Bond Index,0.0285
2013-08-27,S&P 500  Financials  Bond Index,0.028
2013-08-28,S&P 500  Financials  Bond Index,0.0285
2013-08-29,S&P 500  Financials  Bond Index,0.0281
2013-08-30,S&P 500  Financials  Bond Index,0.0281
2013-09-02,S&P 500  Financials  Bond Index,0.029
2013-09-03,S&P 500  Financials  Bond Index,0.029
2013-09-04,S&P 500  Financials  Bond Index,0.0294
2013-09-05,S&P 500  Financials  Bond Index,0.0301
2013-09-06,S&P 500  Financials  Bond Index,0.0296
2013-09-09,S&P 500  Financials  Bond Index,0.0293
2013-09-10,S&P 500  Financials  Bond Index,0.0298
2013-09-11,S&P 500  Financials  Bond Index,0.0295
2013-09-12,S&P 500  Financials  Bond Index,0.0294
2013-09-13,S&P 500  Financials  Bond Index,0.0293
2013-09-16,S&P 500  Financials  Bond Index,0.0289
2013-09-17,S&P 500  Financials  Bond Index,0.0286
2013-09-18,S&P 500  Financials  Bond Index,0.0275
2013-09-19,S&P 500  Financials  Bond Index,0.0275
2013-09-20,S&P 500  Financials  Bond Index,0.0274
2013-09-23,S&P 500  Financials  Bond Index,0.0273
2013-09-24,S&P 500  Financials  Bond Index,0.0269
2013-09-25,S&P 500  Financials  Bond Index,0.0266
2013-09-26,S&P 500  Financials  Bond Index,0.0269
2013-09-27,S&P 500  Financials  Bond Index,0.0268
2013-09-30,S&P 500  Financials  Bond Index,0.0269
2013-10-01,S&P 500  Financials  Bond Index,0.0273
2013-10-02,S&P 500  Financials  Bond Index,0.027
2013-10-03,S&P 500  Financials  Bond Index,0.0268
2013-10-04,S&P 500  Financials  Bond Index,0.027
2013-10-07,S&P 500  Financials  Bond Index,0.027
2013-10-08,S&P 500  Financials  Bond Index,0.0272
2013-10-09,S&P 500  Financials  Bond Index,0.0272
2013-10-10,S&P 500  Financials  Bond Index,0.0272
2013-10-11,S&P 500  Financials  Bond Index,0.027
2013-10-14,S&P 500  Financials  Bond Index,0.0274
2013-10-15,S&P 500  Financials  Bond Index,0.0271
2013-10-16,S&P 500  Financials  Bond Index,0.0266
2013-10-17,S&P 500  Financials  Bond Index,0.026
2013-10-18,S&P 500  Financials  Bond Index,0.0259
2013-10-21,S&P 500  Financials  Bond Index,0.026
2013-10-22,S&P 500  Financials  Bond Index,0.0253
2013-10-23,S&P 500  Financials  Bond Index,0.0252
2013-10-24,S&P 500  Financials  Bond Index,0.0255
2013-10-25,S&P 500  Financials  Bond Index,0.0254
2013-10-28,S&P 500  Financials  Bond Index,0.0254
2013-10-29,S&P 500  Financials  Bond Index,0.0252
2013-10-30,S&P 500  Financials  Bond Index,0.0253
2013-10-31,S&P 500  Financials  Bond Index,0.0253
2013-11-01,S&P 500  Financials  Bond Index,0.0258
2013-11-04,S&P 500  Financials  Bond Index,0.0256
2013-11-05,S&P 500  Financials  Bond Index,0.026
2013-11-06,S&P 500  Financials  Bond Index,0.0256
2013-11-07,S&P 500  Financials  Bond Index,0.0253
2013-11-08,S&P 500  Financials  Bond Index,0.0262
2013-11-11,S&P 500  Financials  Bond Index,0.0262
2013-11-12,S&P 500  Financials  Bond Index,0.0264
2013-11-13,S&P 500  Financials  Bond Index,0.026
2013-11-14,S&P 500  Financials  Bond Index,0.0255
2013-11-15,S&P 500  Financials  Bond Index,0.0255
2013-11-18,S&P 500  Financials  Bond Index,0.0252
2013-11-19,S&P 500  Financials  Bond Index,0.0255
2013-11-20,S&P 500  Financials  Bond Index,0.0257
2013-11-21,S&P 500  Financials  Bond Index,0.0255
2013-11-22,S&P 500  Financials  Bond Index,0.0253
2013-11-25,S&P 500  Financials  Bond Index,0.0252
2013-11-26,S&P 500  Financials  Bond Index,0.0249
2013-11-27,S&P 500  Financials  Bond Index,0.0251
2013-11-28,S&P 500  Financials  Bond Index,0.0252
2013-11-29,S&P 500  Financials  Bond Index,0.0252
2013-12-02,S&P 500  Financials  Bond Index,0.0257
2013-12-03,S&P 500  Financials  Bond Index,0.0255
2013-12-04,S&P 500  Financials  Bond Index,0.0259
2013-12-05,S&P 500  Financials  Bond Index,0.0261
2013-12-06,S&P 500  Financials  Bond Index,0.0262
2013-12-09,S&P 500  Financials  Bond Index,0.0261
2013-12-10,S&P 500  Financials  Bond Index,0.0257
2013-12-11,S&P 500  Financials  Bond Index,0.0259
2013-12-12,S&P 500  Financials  Bond Index,0.0261
2013-12-13,S&P 500  Financials  Bond Index,0.0259
2013-12-16,S&P 500  Financials  Bond Index,0.026
2013-12-17,S&P 500  Financials  Bond Index,0.0256
2013-12-18,S&P 500  Financials  Bond Index,0.0256
2013-12-19,S&P 500  Financials  Bond Index,0.0259
2013-12-20,S&P 500  Financials  Bond Index,0.0258
2013-12-23,S&P 500  Financials  Bond Index,0.0261
2013-12-24,S&P 500  Financials  Bond Index,0.0265
2013-12-25,S&P 500  Financials  Bond Index,0.0264
2013-12-26,S&P 500  Financials  Bond Index,0.0265
2013-12-27,S&P 500  Financials  Bond Index,0.0264
2013-12-30,S&P 500  Financials  Bond Index,0.0261
2013-12-31,S&P 500  Financials  Bond Index,0.0263
2014-01-01,S&P 500  Financials  Bond Index,0.0266
2014-01-02,S&P 500  Financials  Bond Index,0.0263
2014-01-03,S&P 500  Financials  Bond Index,0.0264
2014-01-06,S&P 500  Financials  Bond Index,0.0262
2014-01-07,S&P 500  Financials  Bond Index,0.0259
2014-01-08,S&P 500  Financials  Bond Index,0.0265
2014-01-09,S&P 500  Financials  Bond Index,0.0262
2014-01-10,S&P 500  Financials  Bond Index,0.0253
2014-01-13,S&P 500  Financials  Bond Index,0.0251
2014-01-14,S&P 500  Financials  Bond Index,0.0255
2014-01-15,S&P 500  Financials  Bond Index,0.0256
2014-01-16,S&P 500  Financials  Bond Index,0.0254
2014-01-17,S&P 500  Financials  Bond Index,0.0253
2014-01-20,S&P 500  Financials  Bond Index,0.0253
2014-01-21,S&P 500  Financials  Bond Index,0.0253
2014-01-22,S&P 500  Financials  Bond Index,0.0257
2014-01-23,S&P 500  Financials  Bond Index,0.0252
2014-01-24,S&P 500  Financials  Bond Index,0.0252
2014-01-27,S&P 500  Financials  Bond Index,0.0254
2014-01-28,S&P 500  Financials  Bond Index,0.0253
2014-01-29,S&P 500  Financials  Bond Index,0.0249
2014-01-30,S&P 500  Financials  Bond Index,0.0251
2014-01-31,S&P 500  Financials  Bond Index,0.025
2014-02-03,S&P 500  Financials  Bond Index,0.0249
2014-02-04,S&P 500  Financials  Bond Index,0.0251
2014-02-05,S&P 500  Financials  Bond Index,0.0252
2014-02-06,S&P 500  Financials  Bond Index,0.0253
2014-02-07,S&P 500  Financials  Bond Index,0.0248
2014-02-10,S&P 500  Financials  Bond Index,0.0248
2014-02-11,S&P 500  Financials  Bond Index,0.025
2014-02-12,S&P 500  Financials  Bond Index,0.0253
2014-02-13,S&P 500  Financials  Bond Index,0.0248
2014-02-14,S&P 500  Financials  Bond Index,0.0249
2014-02-17,S&P 500  Financials  Bond Index,0.0248
2014-02-18,S&P 500  Financials  Bond Index,0.0245
2014-02-19,S&P 500  Financials  Bond Index,0.0248
2014-02-20,S&P 500  Financials  Bond Index,0.0249
2014-02-21,S&P 500  Financials  Bond Index,0.0248
2014-02-24,S&P 500  Financials  Bond Index,0.0249
2014-02-25,S&P 500  Financials  Bond Index,0.0245
2014-02-26,S&P 500  Financials  Bond Index,0.0242
2014-02-27,S&P 500  Financials  Bond Index,0.0241
2014-02-28,S&P 500  Financials  Bond Index,0.0241
2014-03-03,S&P 500  Financials  Bond Index,0.024
2014-03-04,S&P 500  Financials  Bond Index,0.0246
2014-03-05,S&P 500  Financials  Bond Index,0.0245
2014-03-06,S&P 500  Financials  Bond Index,0.0248
2014-03-07,S&P 500  Financials  Bond Index,0.0252
2014-03-10,S&P 500  Financials  Bond Index,0.0252
2014-03-11,S&P 500  Financials  Bond Index,0.0252
2014-03-12,S&P 500  Financials  Bond Index,0.025
2014-03-13,S&P 500  Financials  Bond Index,0.0246
2014-03-14,S&P 500  Financials  Bond Index,0.0247
2014-03-17,S&P 500  Financials  Bond Index,0.0251
2014-03-18,S&P 500  Financials  Bond Index,0.0248
2014-03-19,S&P 500  Financials  Bond Index,0.0257
2014-03-20,S&P 500  Financials  Bond Index,0.0257
2014-03-21,S&P 500  Financials  Bond Index,0.0255
2014-03-24,S&P 500  Financials  Bond Index,0.0255
2014-03-25,S&P 500  Financials  Bond Index,0.0253
2014-03-26,S&P 500  Financials  Bond Index,0.0249
2014-03-27,S&P 500  Financials  Bond Index,0.025
2014-03-28,S&P 500  Financials  Bond Index,0.0252
2014-03-31,S&P 500  Financials  Bond Index,0.025
2014-04-01,S&P 500  Financials  Bond Index,0.0253
2014-04-02,S&P 500  Financials  Bond Index,0.0256
2014-04-03,S&P 500  Financials  Bond Index,0.0255
2014-04-04,S&P 500  Financials  Bond Index,0.0249
2014-04-07,S&P 500  Financials  Bond Index,0.0247
2014-04-08,S&P 500  Financials  Bond Index,0.0246
2014-04-09,S&P 500  Financials  Bond Index,0.0245
2014-04-10,S&P 500  Financials  Bond Index,0.0241
2014-04-11,S&P 500  Financials  Bond Index,0.0241
2014-04-14,S&P 500  Financials  Bond Index,0.0243
2014-04-15,S&P 500  Financials  Bond Index,0.0243
2014-04-16,S&P 500  Financials  Bond Index,0.0244
2014-04-17,S&P 500  Financials  Bond Index,0.025
2014-04-18,S&P 500  Financials  Bond Index,0.025
2014-04-21,S&P 500  Financials  Bond Index,0.0249
2014-04-22,S&P 500  Financials  Bond Index,0.0249
2014-04-23,S&P 500  Financials  Bond Index,0.0247
2014-04-24,S&P 500  Financials  Bond Index,0.0248
2014-04-25,S&P 500  Financials  Bond Index,0.0247
2014-04-28,S&P 500  Financials  Bond Index,0.0248
2014-04-29,S&P 500  Financials  Bond Index,0.0249
2014-04-30,S&P 500  Financials  Bond Index,0.0245
2014-05-01,S&P 500  Financials  Bond Index,0.0246
2014-05-02,S&P 500  Financials  Bond Index,0.0247
2014-05-05,S&P 500  Financials  Bond Index,0.0247
2014-05-06,S&P 500  Financials  Bond Index,0.0246
2014-05-07,S&P 500  Financials  Bond Index,0.0246
2014-05-08,S&P 500  Financials  Bond Index,0.0244
2014-05-09,S&P 500  Financials  Bond Index,0.0245
2014-05-12,S&P 500  Financials  Bond Index,0.0246
2014-05-13,S&P 500  Financials  Bond Index,0.0243
2014-05-14,S&P 500  Financials  Bond Index,0.0239
2014-05-15,S&P 500  Financials  Bond Index,0.0238
2014-05-16,S&P 500  Financials  Bond Index,0.0239
2014-05-19,S&P 500  Financials  Bond Index,0.0239
2014-05-20,S&P 500  Financials  Bond Index,0.0237
2014-05-21,S&P 500  Financials  Bond Index,0.0239
2014-05-22,S&P 500  Financials  Bond Index,0.0241
2014-05-23,S&P 500  Financials  Bond Index,0.0239
2014-05-26,S&P 500  Financials  Bond Index,0.0239
2014-05-27,S&P 500  Financials  Bond Index,0.0238
2014-05-28,S&P 500  Financials  Bond Index,0.0233
2014-05-29,S&P 500  Financials  Bond Index,0.0234
2014-05-30,S&P 500  Financials  Bond Index,0.0235
2014-06-02,S&P 500  Financials  Bond Index,0.0243
2014-06-03,S&P 500  Financials  Bond Index,0.0246
2014-06-04,S&P 500  Financials  Bond Index,0.0246
2014-06-05,S&P 500  Financials  Bond Index,0.0243
2014-06-06,S&P 500  Financials  Bond Index,0.0244
2014-06-09,S&P 500  Financials  Bond Index,0.0245
2014-06-10,S&P 500  Financials  Bond Index,0.0247
2014-06-11,S&P 500  Financials  Bond Index,0.0247
2014-06-12,S&P 500  Financials  Bond Index,0.0243
2014-06-13,S&P 500  Financials  Bond Index,0.0246
2014-06-16,S&P 500  Financials  Bond Index,0.0246
2014-06-17,S&P 500  Financials  Bond Index,0.025
2014-06-18,S&P 500  Financials  Bond Index,0.0248
2014-06-19,S&P 500  Financials  Bond Index,0.0246
2014-06-20,S&P 500  Financials  Bond Index,0.0246
2014-06-23,S&P 500  Financials  Bond Index,0.0246
2014-06-24,S&P 500  Financials  Bond Index,0.0244
2014-06-25,S&P 500  Financials  Bond Index,0.0242
2014-06-26,S&P 500  Financials  Bond Index,0.024
2014-06-27,S&P 500  Financials  Bond Index,0.0241
2014-06-30,S&P 500  Financials  Bond Index,0.024
2014-07-01,S&P 500  Financials  Bond Index,0.0245
2014-07-02,S&P 500  Financials  Bond Index,0.0249
2014-07-03,S&P 500  Financials  Bond Index,0.0251
2014-07-04,S&P 500  Financials  Bond Index,0.0251
2014-07-07,S&P 500  Financials  Bond Index,0.0249
2014-07-08,S&P 500  Financials  Bond Index,0.0246
2014-07-09,S&P 500  Financials  Bond Index,0.0245
2014-07-10,S&P 500  Financials  Bond Index,0.0244
2014-07-11,S&P 500  Financials  Bond Index,0.0243
2014-07-14,S&P 500  Financials  Bond Index,0.0246
2014-07-15,S&P 500  Financials  Bond Index,0.0246
2014-07-16,S&P 500  Financials  Bond Index,0.0246
2014-07-17,S&P 500  Financials  Bond Index,0.0242
2014-07-18,S&P 500  Financials  Bond Index,0.0244
2014-07-21,S&P 500  Financials  Bond Index,0.0244
2014-07-22,S&P 500  Financials  Bond Index,0.0243
2014-07-23,S&P 500  Financials  Bond Index,0.0242
2014-07-24,S&P 500  Financials  Bond Index,0.0246
2014-07-25,S&P 500  Financials  Bond Index,0.0243
2014-07-28,S&P 500  Financials  Bond Index,0.0245
2014-07-29,S&P 500  Financials  Bond Index,0.0243
2014-07-30,S&P 500  Financials  Bond Index,0.025
2014-07-31,S&P 500  Financials  Bond Index,0.0249
2014-08-01,S&P 500  Financials  Bond Index,0.0246
2014-08-04,S&P 500  Financials  Bond Index,0.0245
2014-08-05,S&P 500  Financials  Bond Index,0.0245
2014-08-06,S&P 500  Financials  Bond Index,0.0245
2014-08-07,S&P 500  Financials  Bond Index,0.0242
2014-08-08,S&P 500  Financials  Bond Index,0.0243
2014-08-11,S&P 500  Financials  Bond Index,0.0244
2014-08-12,S&P 500  Financials  Bond Index,0.0245
2014-08-13,S&P 500  Financials  Bond Index,0.0242
2014-08-14,S&P 500  Financials  Bond Index,0.0241
2014-08-15,S&P 500  Financials  Bond Index,0.0238
2014-08-18,S&P 500  Financials  Bond Index,0.0241
2014-08-19,S&P 500  Financials  Bond Index,0.0242
2014-08-20,S&P 500  Financials  Bond Index,0.0245
2014-08-21,S&P 500  Financials  Bond Index,0.0243
2014-08-22,S&P 500  Financials  Bond Index,0.0244
2014-08-25,S&P 500  Financials  Bond Index,0.0244
2014-08-26,S&P 500  Financials  Bond Index,0.0243
2014-08-27,S&P 500  Financials  Bond Index,0.0241
2014-08-28,S&P 500  Financials  Bond Index,0.0239
2014-08-29,S&P 500  Financials  Bond Index,0.0239
2014-09-01,S&P 500  Financials  Bond Index,0.0242
2014-09-02,S&P 500  Financials  Bond Index,0.0247
2014-09-03,S&P 500  Financials  Bond Index,0.0247
2014-09-04,S&P 500  Financials  Bond Index,0.025
2014-09-05,S&P 500  Financials  Bond Index,0.025
2014-09-08,S&P 500  Financials  Bond Index,0.0251
2014-09-09,S&P 500  Financials  Bond Index,0.0254
2014-09-10,S&P 500  Financials  Bond Index,0.0257
2014-09-11,S&P 500  Financials  Bond Index,0.0256
2014-09-12,S&P 500  Financials  Bond Index,0.026
2014-09-15,S&P 500  Financials  Bond Index,0.0258
2014-09-16,S&P 500  Financials  Bond Index,0.0257
2014-09-17,S&P 500  Financials  Bond Index,0.0259
2014-09-18,S&P 500  Financials  Bond Index,0.0261
2014-09-19,S&P 500  Financials  Bond Index,0.0258
2014-09-22,S&P 500  Financials  Bond Index,0.0256
2014-09-23,S&P 500  Financials  Bond Index,0.0255
2014-09-24,S&P 500  Financials  Bond Index,0.0258
2014-09-25,S&P 500  Financials  Bond Index,0.0254
2014-09-26,S&P 500  Financials  Bond Index,0.026
2014-09-29,S&P 500  Financials  Bond Index,0.0258
2014-09-30,S&P 500  Financials  Bond Index,0.026
2014-10-01,S&P 500  Financials  Bond Index,0.0255
2014-10-02,S&P 500  Financials  Bond Index,0.0258
2014-10-03,S&P 500  Financials  Bond Index,0.0258
2014-10-06,S&P 500  Financials  Bond Index,0.0255
2014-10-07,S&P 500  Financials  Bond Index,0.0251
2014-10-08,S&P 500  Financials  Bond Index,0.0247
2014-10-09,S&P 500  Financials  Bond Index,0.0247
2014-10-10,S&P 500  Financials  Bond Index,0.0246
2014-10-13,S&P 500  Financials  Bond Index,0.0241
2014-10-14,S&P 500  Financials  Bond Index,0.024
2014-10-15,S&P 500  Financials  Bond Index,0.0237
2014-10-16,S&P 500  Financials  Bond Index,0.0243
2014-10-17,S&P 500  Financials  Bond Index,0.0245
2014-10-20,S&P 500  Financials  Bond Index,0.0243
2014-10-21,S&P 500  Financials  Bond Index,0.0243
2014-10-22,S&P 500  Financials  Bond Index,0.0245
2014-10-23,S&P 500  Financials  Bond Index,0.0248
2014-10-24,S&P 500  Financials  Bond Index,0.0247
2014-10-27,S&P 500  Financials  Bond Index,0.0246
2014-10-28,S&P 500  Financials  Bond Index,0.0248
2014-10-29,S&P 500  Financials  Bond Index,0.0253
2014-10-30,S&P 500  Financials  Bond Index,0.0251
2014-10-31,S&P 500  Financials  Bond Index,0.0253
2014-11-03,S&P 500  Financials  Bond Index,0.0257
2014-11-04,S&P 500  Financials  Bond Index,0.0258
2014-11-05,S&P 500  Financials  Bond Index,0.0258
2014-11-06,S&P 500  Financials  Bond Index,0.0261
2014-11-07,S&P 500  Financials  Bond Index,0.0256
2014-11-10,S&P 500  Financials  Bond Index,0.026
2014-11-11,S&P 500  Financials  Bond Index,0.026
2014-11-12,S&P 500  Financials  Bond Index,0.0259
2014-11-13,S&P 500  Financials  Bond Index,0.0258
2014-11-14,S&P 500  Financials  Bond Index,0.0256
2014-11-17,S&P 500  Financials  Bond Index,0.0259
2014-11-18,S&P 500  Financials  Bond Index,0.0259
2014-11-19,S&P 500  Financials  Bond Index,0.0262
2014-11-20,S&P 500  Financials  Bond Index,0.0259
2014-11-21,S&P 500  Financials  Bond Index,0.0258
2014-11-24,S&P 500  Financials  Bond Index,0.0257
2014-11-25,S&P 500  Financials  Bond Index,0.0253
2014-11-26,S&P 500  Financials  Bond Index,0.0252
2014-11-27,S&P 500  Financials  Bond Index,0.025
2014-11-28,S&P 500  Financials  Bond Index,0.0249
2014-12-01,S&P 500  Financials  Bond Index,0.025
2014-12-02,S&P 500  Financials  Bond Index,0.0256
