Effective date ,S&P 500 Financials Bond Index,S&P 500  Consumer Discretionary Bond Index,S&P 500  Energy Bond Index,S&P 500 Telecommunication Services Bond Index,S&P 500  Industrials Bond Index
15/10/2021,1.82,2.04,2.26,2.58,2.16
18/10/2021,1.84,2.05,2.26,2.57,2.16
19/10/2021,1.86,2.07,2.28,2.61,2.18
20/10/2021,1.85,2.07,2.3,2.64,2.18
21/10/2021,1.89,2.11,2.34,2.67,2.22
22/10/2021,1.9,2.1,2.33,2.66,2.2
25/10/2021,1.88,2.08,2.32,2.64,2.19
26/10/2021,1.87,2.09,2.32,2.62,2.17
27/10/2021,1.82,2.04,2.26,2.54,2.12
28/10/2021,1.86,2.07,2.28,2.58,2.16
29/10/2021,1.86,2.08,2.29,2.58,2.14
1/11/2021,1.89,2.09,2.3,2.6,2.17
2/11/2021,1.86,2.05,2.29,2.58,2.14
3/11/2021,1.87,2.09,2.31,2.59,2.17
4/11/2021,1.81,2.03,2.27,2.54,2.12
5/11/2021,1.77,1.98,2.2,2.48,2.06
8/11/2021,1.8,2.01,2.23,2.5,2.1
9/11/2021,1.76,1.96,2.17,2.46,2.04
10/11/2021,1.87,2.07,2.27,2.56,2.14
12/11/2021,1.9,2.1,2.3,2.61,2.16
15/11/2021,1.94,2.15,2.34,2.66,2.2
16/11/2021,1.95,2.16,2.37,2.69,2.21
17/11/2021,1.94,2.14,2.38,2.68,2.19
18/11/2021,1.93,2.13,2.35,2.65,2.17
19/11/2021,1.91,2.1,2.35,2.61,2.15
22/11/2021,1.99,2.19,2.43,2.69,2.25
23/11/2021,2.02,2.23,2.46,2.74,2.29
24/11/2021,2.03,2.23,2.46,2.73,2.29
26/11/2021,1.92,2.12,2.39,2.63,2.2
29/11/2021,1.96,2.16,2.43,2.66,2.24
30/11/2021,1.92,2.12,2.41,2.6,2.2
1/12/2021,1.94,2.14,2.43,2.61,2.21
2/12/2021,1.98,2.18,2.47,2.63,2.24
3/12/2021,1.91,2.09,2.44,2.54,2.17
6/12/2021,1.96,2.16,2.47,2.6,2.24
7/12/2021,1.97,2.17,2.41,2.6,2.25
8/12/2021,1.98,2.2,2.49,2.66,2.28
9/12/2021,1.98,2.19,2.47,2.64,2.27
10/12/2021,1.99,2.2,2.46,2.66,2.27
13/12/2021,1.95,2.15,2.4,2.6,2.23
14/12/2021,1.98,2.17,2.46,2.64,2.25
15/12/2021,2.01,2.21,2.47,2.68,2.29
16/12/2021,1.95,2.15,2.43,2.63,2.24
17/12/2021,1.96,2.15,2.46,2.63,2.24
20/12/2021,1.98,2.18,2.48,2.66,2.26
21/12/2021,2,2.21,2.5,2.69,2.3
22/12/2021,1.98,2.18,2.46,2.65,2.26
23/12/2021,2.01,2.21,2.48,2.67,2.29
27/12/2021,2,2.2,2.47,2.65,2.28
28/12/2021,1.99,2.18,2.45,2.64,2.27
29/12/2021,2.02,2.21,2.47,2.67,2.31
30/12/2021,1.99,2.18,2.47,2.65,2.28
31/12/2021,1.97,2.16,2.44,2.62,2.26
3/1/2022,2.06,2.25,2.54,2.73,2.32
4/1/2022,2.08,2.29,2.56,2.77,2.35
5/1/2022,2.12,2.31,2.57,2.79,2.37
6/1/2022,2.16,2.35,2.62,2.83,2.41
7/1/2022,2.18,2.37,2.64,2.86,2.43
10/1/2022,2.21,2.41,2.67,2.89,2.46
11/1/2022,2.19,2.38,2.67,2.86,2.43
12/1/2022,2.18,2.38,2.66,2.85,2.43
13/01/2022,2.18,2.37,2.64,2.84,2.42
14/01/2022,2.25,2.44,2.7,2.92,2.49
18/01/2022,2.33,2.54,2.79,3.01,2.57
19/01/2022,2.29,2.5,2.75,2.96,2.54
20/01/2022,2.31,2.53,2.76,3,2.55
21/01/2022,2.27,2.48,2.73,2.94,2.51
24/01/2022,2.28,2.48,2.74,2.96,2.53
25/01/2022,2.31,2.54,2.77,3,2.57
26/01/2022,2.34,2.58,2.8,3.03,2.6
27/01/2022,2.38,2.61,2.85,3.05,2.63
28/01/2022,2.39,2.61,2.88,3.05,2.64
31/01/2022,2.39,2.62,2.86,3.04,2.64
1/2/2022,2.39,2.61,2.86,3.03,2.64
2/2/2022,2.37,2.57,2.81,3,2.6
3/2/2022,2.44,2.64,2.88,3.08,2.66
4/2/2022,2.56,2.77,2.99,3.2,2.79
7/2/2022,2.54,2.75,2.99,3.18,2.77
8/2/2022,2.57,2.78,3.01,3.19,2.8
9/2/2022,2.54,2.76,2.98,3.16,2.77
10/2/2022,2.68,2.9,3.1,3.28,2.9
11/2/2022,2.66,2.85,3.09,3.25,2.86
14/02/2022,2.71,2.92,3.14,3.31,2.93
15/02/2022,2.73,2.94,3.18,3.34,2.96
16/02/2022,2.75,2.96,3.19,3.37,2.97
17/02/2022,2.73,2.94,3.17,3.34,2.93
18/02/2022,2.72,2.94,3.17,3.32,2.92
22/02/2022,2.79,3,3.2,3.37,2.97
23/02/2022,2.81,3.02,3.25,3.4,3
24/02/2022,2.84,3.07,3.3,3.44,3.04
25/02/2022,2.83,3.05,3.25,3.4,3.03
28/02/2022,2.71,2.91,3.16,3.27,2.9
1/3/2022,2.62,2.73,3.07,3.17,2.81
2/3/2022,2.78,2.91,3.18,3.33,2.98
3/3/2022,2.77,2.9,3.39,3.3,2.96
4/3/2022,2.75,2.85,3.34,3.26,2.91
7/3/2022,2.85,2.94,3.42,3.35,3
8/3/2022,2.99,3.09,3.44,3.5,3.15
9/3/2022,3.03,3.14,3.48,3.52,3.19
10/3/2022,3.11,3.23,3.55,3.62,3.27
11/3/2022,3.13,3.25,3.58,3.63,3.28
14/03/2022,3.25,3.4,3.71,3.76,3.43
15/03/2022,3.26,3.41,3.72,3.77,3.44
16/03/2022,3.24,3.4,3.69,3.71,3.43
17/03/2022,3.16,3.32,3.64,3.64,3.37
18/03/2022,3.13,3.27,3.52,3.56,3.31
21/03/2022,3.26,3.41,3.61,3.69,3.46
22/03/2022,3.29,3.44,3.68,3.72,3.49
23/03/2022,3.23,3.37,3.63,3.66,3.42
24/03/2022,3.27,3.41,3.64,3.7,3.44
25/03/2022,3.4,3.55,3.73,3.83,3.58
28/03/2022,3.38,3.54,3.75,3.8,3.57
29/03/2022,3.29,3.44,3.64,3.71,3.48
30/03/2022,3.24,3.39,3.6,3.67,3.42
31/03/2022,3.22,3.35,3.59,3.63,3.39
1/4/2022,3.3,3.43,3.66,3.72,3.45
4/4/2022,3.31,3.44,3.66,3.72,3.47
5/4/2022,3.4,3.53,3.73,3.82,3.56
6/4/2022,3.45,3.58,3.82,3.9,3.6
7/4/2022,3.46,3.6,3.82,3.93,3.62
8/4/2022,3.54,3.68,3.89,4.02,3.7
11/4/2022,3.59,3.75,3.98,4.11,3.76
12/4/2022,3.55,3.7,3.95,4.08,3.71
13/04/2022,3.55,3.7,3.9,4.06,3.71
14/04/2022,3.65,3.79,4,4.16,3.8
18/04/2022,3.69,3.84,4.04,4.19,3.84
19/04/2022,3.76,3.91,4.11,4.26,3.91
20/04/2022,3.72,3.86,4.08,4.2,3.86
21/04/2022,3.83,3.97,4.18,4.31,3.96
22/04/2022,3.87,4.01,4.23,4.36,4
25/04/2022,3.8,3.95,4.18,4.28,3.94
26/04/2022,3.75,3.88,4.13,4.25,3.9
27/04/2022,3.78,3.92,4.14,4.3,3.94
28/04/2022,3.85,3.98,4.2,4.36,3.99
29/04/2022,3.9,4.02,4.24,4.4,4.04
2/5/2022,4,4.14,4.36,4.52,4.17
3/5/2022,3.97,4.1,4.29,4.46,4.13
4/5/2022,3.89,4.03,4.26,4.41,4.06
5/5/2022,3.97,4.12,4.36,4.52,4.16
6/5/2022,4.04,4.18,4.38,4.57,4.21
9/5/2022,4.03,4.15,4.37,4.56,4.19
10/5/2022,3.99,4.11,4.31,4.49,4.16
11/5/2022,3.94,4.05,4.34,4.49,4.12
12/5/2022,3.88,3.99,4.28,4.41,4.06
13/05/2022,3.98,4.1,4.39,4.53,4.17
16/05/2022,3.95,4.07,4.35,4.51,4.15
17/05/2022,4.05,4.18,4.44,4.6,4.24
18/05/2022,4.01,4.15,4.31,4.56,4.2
19/05/2022,4,4.14,4.37,4.53,4.19
20/05/2022,3.97,4.1,4.33,4.48,4.14
23/05/2022,4,4.14,4.38,4.54,4.19
24/05/2022,3.89,4.04,4.28,4.42,4.09
25/05/2022,3.82,3.97,4.23,4.35,4.03
26/05/2022,3.77,3.92,4.18,4.3,3.99
27/05/2022,3.77,3.91,4.17,4.28,3.98
31/05/2022,3.81,3.97,4.22,4.32,4.04
1/6/2022,3.9,4.05,4.25,4.37,4.11
2/6/2022,3.88,4.04,4.25,4.36,4.1
3/6/2022,3.93,4.08,4.27,4.41,4.15
6/6/2022,3.99,4.15,4.33,4.48,4.21
7/6/2022,3.96,4.11,4.3,4.43,4.16
8/6/2022,4,4.16,4.33,4.48,4.21
9/6/2022,4.04,4.2,4.36,4.52,4.25
10/6/2022,4.21,4.39,4.5,4.68,4.41
13/06/2022,4.47,4.68,4.79,4.95,4.7
14/06/2022,4.58,4.78,4.91,5.05,4.8
15/06/2022,4.48,4.66,4.82,4.94,4.69
16/06/2022,4.45,4.63,4.79,4.93,4.66
17/06/2022,4.44,4.58,4.75,4.87,4.61
21/06/2022,4.48,4.63,4.81,4.92,4.66
22/06/2022,4.41,4.54,4.75,4.83,4.56
23/06/2022,4.36,4.49,4.71,4.77,4.51
24/06/2022,4.39,4.52,4.74,4.8,4.56
27/06/2022,4.45,4.58,4.79,4.86,4.62
28/06/2022,4.48,4.61,4.82,4.89,4.64
29/06/2022,4.41,4.52,4.77,4.81,4.55
30/06/2022,4.34,4.44,4.71,4.74,4.48
1/7/2022,4.31,4.4,4.69,4.69,4.44
5/7/2022,4.26,4.35,4.65,4.63,4.39
6/7/2022,4.35,4.42,4.76,4.69,4.47
7/7/2022,4.38,4.46,4.81,4.72,4.51
8/7/2022,4.43,4.52,4.81,4.76,4.56
11/7/2022,4.36,4.43,4.75,4.66,4.49
12/7/2022,4.34,4.41,4.71,4.64,4.46
13/07/2022,4.37,4.41,4.73,4.62,4.46
14/07/2022,4.41,4.44,4.75,4.67,4.49
15/07/2022,4.38,4.4,4.74,4.63,4.45
18/07/2022,4.38,4.4,4.74,4.63,4.46
19/07/2022,4.44,4.45,4.78,4.67,4.49
20/07/2022,4.44,4.44,4.78,4.66,4.48
21/07/2022,4.3,4.31,4.68,4.57,4.34
22/07/2022,4.18,4.2,4.55,4.47,4.24
25/07/2022,4.25,4.24,4.6,4.54,4.3
26/07/2022,4.26,4.26,4.61,4.54,4.29
27/07/2022,4.18,4.19,4.58,4.46,4.22
28/07/2022,4.13,4.13,4.48,4.42,4.17
29/07/2022,4.11,4.09,4.45,4.37,4.13
1/8/2022,4.09,4.06,4.39,4.34,4.08
2/8/2022,4.22,4.19,4.48,4.46,4.21
3/8/2022,4.22,4.2,4.53,4.47,4.2
4/8/2022,4.16,4.13,4.47,4.41,4.14
5/8/2022,4.32,4.29,4.58,4.57,4.3
8/8/2022,4.25,4.23,4.56,4.5,4.24
9/8/2022,4.32,4.28,4.6,4.55,4.29
10/8/2022,4.25,4.23,4.53,4.51,4.25
11/8/2022,4.27,4.26,4.57,4.58,4.28
12/8/2022,4.24,4.23,4.55,4.51,4.25
15/08/2022,4.19,4.18,4.5,4.47,4.21
16/08/2022,4.22,4.21,4.51,4.5,4.24
17/08/2022,4.29,4.29,4.58,4.59,4.31
18/08/2022,4.27,4.28,4.57,4.58,4.3
19/08/2022,4.36,4.37,4.66,4.7,4.38
22/08/2022,4.43,4.44,4.72,4.76,4.46
23/08/2022,4.44,4.44,4.73,4.76,4.47
24/08/2022,4.47,4.47,4.77,4.8,4.5
25/08/2022,4.41,4.4,4.72,4.72,4.43
26/08/2022,4.43,4.43,4.74,4.73,4.44
29/08/2022,4.52,4.52,4.8,4.82,4.53
30/08/2022,4.53,4.53,4.83,4.84,4.53
31/08/2022,4.57,4.57,4.83,4.88,4.57
1/9/2022,4.71,4.71,5.02,5.04,4.71
2/9/2022,4.62,4.62,4.94,4.96,4.62
6/9/2022,4.76,4.78,5.07,5.11,4.77
7/9/2022,4.7,4.69,5.02,5.02,4.69
8/9/2022,4.71,4.71,5.03,5.02,4.72
9/9/2022,4.74,4.73,5.06,5.03,4.73
12/9/2022,4.74,4.75,5.07,5.04,4.75
13/09/2022,4.86,4.84,5.15,5.13,4.86
14/09/2022,4.87,4.85,5.17,5.13,4.85
15/09/2022,4.92,4.89,5.22,5.17,4.89
16/09/2022,4.93,4.9,5.23,5.21,4.92
19/09/2022,4.98,4.96,5.26,5.23,4.95
20/09/2022,5.04,5.02,5.31,5.3,5.01
21/09/2022,5,4.97,5.29,5.26,4.97
22/09/2022,5.18,5.16,5.45,5.44,5.15
23/09/2022,5.26,5.2,5.5,5.47,5.19
26/09/2022,5.42,5.37,5.68,5.65,5.33
27/09/2022,5.53,5.48,5.77,5.79,5.45
28/09/2022,5.38,5.3,5.64,5.65,5.27
29/09/2022,5.48,5.4,5.7,5.73,5.38
30/09/2022,5.49,5.43,5.74,5.73,5.42
3/10/2022,5.36,5.28,5.61,5.55,5.28
4/10/2022,5.29,5.2,5.53,5.46,5.2
5/10/2022,5.39,5.31,5.61,5.59,5.3
6/10/2022,5.44,5.36,5.67,5.61,5.35
7/10/2022,5.51,5.44,5.72,5.7,5.42
11/10/2022,5.6,5.52,5.81,5.81,5.5
12/10/2022,5.63,5.54,5.81,5.84,5.5
13/10/2022,5.73,5.63,5.9,5.91,5.58
14/10/2022,5.79,5.66,5.94,5.92,5.62
17/10/2022,5.79,5.65,5.93,5.92,5.6
18/10/2022,5.77,5.62,5.88,5.88,5.58
19/10/2022,5.91,5.75,6.01,6.02,5.71
20/10/2022,5.97,5.82,6.09,6.11,5.8
21/10/2022,5.94,5.8,6.08,6.13,5.77
24/10/2022,5.91,5.79,6.06,6.1,5.76
25/10/2022,5.82,5.69,5.97,5.99,5.66
26/10/2022,5.75,5.61,5.88,5.89,5.58
27/10/2022,5.68,5.54,5.82,5.83,5.51
28/10/2022,5.75,5.6,5.87,5.88,5.58
31/10/2022,5.79,5.64,5.9,5.94,5.63
1/11/2022,5.76,5.65,5.88,5.88,5.6
2/11/2022,5.75,5.65,5.88,5.87,5.61
3/11/2022,5.84,5.75,5.97,5.96,5.69
4/11/2022,5.84,5.74,5.95,5.96,5.69
7/11/2022,5.88,5.77,5.98,5.99,5.72
8/11/2022,5.8,5.7,5.91,5.93,5.64
9/11/2022,5.82,5.7,5.93,5.97,5.65
10/11/2022,5.52,5.39,5.65,5.64,5.36
14/11/2022,5.52,5.38,5.61,5.61,5.37
15/11/2022,5.44,5.28,5.51,5.5,5.29
16/11/2022,5.37,5.2,5.44,5.42,5.21
17/11/2022,5.44,5.27,5.51,5.48,5.27
18/11/2022,5.45,5.28,5.53,5.49,5.29
21/11/2022,5.43,5.27,5.52,5.46,5.28
22/11/2022,5.38,5.22,5.5,5.42,5.23
23/11/2022,5.35,5.15,5.44,5.36,5.17
