Ret,Line
0,null
0.91,null
0.04,null
2.67,null
-0.18,null
-0.1,null
0.42,null
0.6,null
0.7,null
-0.27,null
-0.48,null
-0.41,null
0.64,null
0.5,null
-0.21,null
1.61,null
2.5,null
1.06,null
-1.27,null
1.43,null
-2.11,null
-0.92,null
-1.05,null
-0.96,null
1.93,null
-1.08,null
0.76,null
0.74,null
-0.03,null
1.22,null
1.01,null
0.32,null
-0.18,null
0.31,null
0.06,null
2.62,null
1.4,null
-2.05,null
-0.27,null
1.41,null
0.88,null
1.12,null
0.2,null
-2.06,null
0.71,null
1.31,null
1,null
-3.17,null
-0.59,null
-1.01,null
-1.84,null
-1.14,null
-1.04,null
0.87,null
1.19,null
0.72,null
-1.02,null
1.09,null
0.66,null
-0.2,null
-0.77,null
0.24,null
3.48,null
0.54,null
1.23,null
-2.23,null
0.69,null
-1.06,null
1.14,null
-0.6,null
1.66,null
-0.37,null
1.52,null
0.6,null
0.27,null
-0.77,null
0.52,null
0.44,null
0.39,null
-0.48,null
-1.78,null
-0.23,null
-0.68,null
-0.73,null
-1.99,null
0.3,null
0.08,null
0.56,null
0.46,null
-1.34,null
0.39,null
-0.5,null
0.87,null
0.85,null
0.69,null
-0.96,null
0.48,null
1.15,null
0.79,null
-1.02,null
0.02,null
-1.05,null
1.78,null
0.24,null
-0.79,null
0.27,null
0.75,null
1.99,null
-0.05,null
-0.68,null
-0.32,null
-0.1,null
0.78,null
-1.18,null
-0.65,null
0.71,null
0.48,null
-0.78,null
0.04,null
-1.23,null
-1.07,null
-1.26,null
0.32,null
-0.83,null
-0.18,null
-0.88,null
-0.73,null
-0.21,null
-2.32,null
-1.92,null
1.47,null
-1.65,null
-1.73,null
2.45,null
0.06,null
1.44,null
-1.38,null
1.17,null
-0.92,null
-0.13,null
1.14,null
-0.49,null
0,null
0.07,null
-0.33,null
1.18,null
-0.55,null
-1.7,null
-1.49,null
0.52,null
1.03,null
0.27,null
-0.99,null
-1.31,null
-0.5,null
-1.01,null
0.06,null
-1.21,null
-0.67,null
-1.32,null
0.7,null
-0.34,null
0.47,null
0.05,null
-0.38,null
-1.67,null
1.99,null
1.93,null
-1.92,null
0.49,null
-0.27,null
-0.88,null
-0.95,null
-1.63,null
-1.84,null
-0.95,null
-1.09,null
0.24,null
0.23,null
-1.35,null
1.97,null
1.18,null
-0.63,null
1.32,null
1.11,null
-1.96,null
1.79,null
-0.31,null
0.3,null
2.26,null
-0.74,null
-1.03,null
-1.11,null
-1.09,null
-1.15,null
-0.68,null
-1.83,null
0.84,null
-1.09,null
1.59,null
0.31,null
-1.7,null
-0.92,null
-0.43,null
-1.19,null
-0.73,null
-0.43,null
-0.54,null
-0.81,null
-2.08,null
3.08,null
-1.33,null
0.74,null
-1.35,null
-0.53,null
1.96,null
0.08,null
1,null
1.07,null
-1.08,null
0.83,null
-0.43,null
0.58,null
1.03,null
1.27,null
-0.66,null
0.72,null
0.58,null
-1.28,null
-1.7,null
-0.46,null
1.66,null
-1.03,null
-0.22,null
-1.02,null
-0.63,null
-0.32,null
2.43,null
0.78,null
-1.78,null
-0.52,null
0.25,null
1.87,null
-0.16,null
-1.38,null
0.59,null
-0.57,null
-0.87,null
-0.21,null
-0.41,null
-1.4,null
-1.12,null
-1.06,null
-0.38,null
-0.45,null
-1.84,null
-0.98,null
1.94,null
-0.47,null
-1.14,null
-0.46,null
3.41,null
-0.66,null
0.24,null
0.26,null
1.09,null
0.21,null
-1.28,null
-0.99,null
-0.15,null
-1.36,null
0.87,null
2.44,null
0.36,null
0.05,null
0.11,null
-1.25,null
1.11,null
0.21,null
1.76,null
0.62,null
-0.24,null
1.87,null
0.74,null
-1.08,null
1.2,null
1.52,null
0.13,null
-0.59,null
-0.09,null
-0.32,null
-1.44,null
-1.23,null
1.84,null
-0.81,null
-1.78,null
0.68,null
1.34,null
1.32,null
0.35,null
-0.39,null
0.2,null
1.07,null
-0.8,null
1.86,null
0.79,null
-0.05,null
0.12,null
-0.1,null
-0.76,null
-1.7,null
1.27,null
0.36,null
-2.54,null
0.05,null
0.07,null
0.42,null
0.64,null
0.73,null
0.1,null
-0.03,null
-1.05,null
1.33,null
-2.12,null
1.29,null
-0.38,null
-0.11,null
-0.01,null
-1.75,null
-2.2,null
-1.15,null
-1.36,null
1.1,null
0.45,null
-1.42,null
1.99,null
0.23,null
1.05,null
-1.84,null
-0.28,null
1.31,null
-0.19,null
-0.57,null
-1.02,null
1.12,null
-0.5,null
0.34,null
-0.52,null
1.19,null
0.05,null
-0.92,null
0.9,null
0.55,null
0.79,null
-0.98,null
-0.82,null
0.18,null
-0.77,null
0.38,null
-1.94,null
-1.47,null
1.03,null
0.88,null
-0.14,null
-0.26,null
1.09,null
0.47,null
-0.2,null
0.49,null
-0.38,null
-0.11,null
-0.92,null
-0.02,null
-0.39,null
0.6,null
-1.2,null
0.06,null
-0.42,null
0.07,null
-1.04,null
-0.6,null
-0.13,null
0.26,null
0.46,null
0.1,null
0.16,null
-0.01,null
0.45,null
0.19,null
-0.62,null
-0.51,null
-0.56,null
-1.08,null
-0.36,null
0.82,null
-0.95,null
0.62,null
0.93,null
-0.93,null
0.15,null
-1.03,null
-0.43,null
-1.28,null
-1.12,null
0.76,null
-0.11,null
-1.04,null
-0.49,null
-0.9,null
-1.23,null
0.57,null
-1.03,null
1.47,null
0.18,null
1.51,null
0.36,null
-1.93,null
-0.56,null
0.25,null
0.53,null
-0.54,null
-0.68,null
1.62,null
-0.74,null
-0.76,null
-2.4,null
-0.92,null
-1.88,null
1.52,null
-1.47,null
0.47,null
-0.29,null
0.28,null
1.08,null
0.98,null
-0.61,null
-0.29,null
-1.3,null
1.38,null
-0.67,null
2.43,null
-1.51,null
-0.92,null
0.51,null
-0.87,null
0.12,null
0.93,null
0.77,null
3.31,null
1.75,null
-0.48,null
0.74,null
2,null
0.05,null
-1.63,null
-0.94,null
4.37,null
3.35,null
-0.71,null
4.89,null
-0.94,null
0.33,null
0.52,null
2.12,null
-1.89,null
0.69,null
-3.99,null
-2.8,null
-0.5,null
1.17,null
1,null
1.88,null
1.66,null
0.46,null
-0.76,null
0.81,null
0.52,null
1.76,null
0.57,null
-1.22,null
-4.11,null
1.51,null
-1.1,null
1.63,null
0.51,null
-1.48,null
-0.19,null
-2.39,null
0.59,null
-3.69,null
0.59,null
0.3,null
-0.66,null
0.15,null
-0.47,null
0.63,null
-0.19,null
-1.1,null
-0.76,null
-0.51,null
0.79,null
-0.1,null
-1.08,null
0.42,null
-0.29,null
-1.96,null
-0.23,null
0.5,null
0.25,null
-0.74,null
-1.09,null
-0.17,null
1.1,null
-0.63,null
-0.65,null
0.44,null
-0.87,null
1.21,null
0.87,null
1.63,null
0.03,null
0.03,null
-0.5,null
-0.19,null
1.24,null
1.51,null
1.23,null
-0.15,null
0.4,null
-0.35,null
0.09,null
-0.75,null
1.11,null
1.19,null
-0.48,null
-0.25,null
-0.33,null
0.66,null
0.64,null
3.15,null
1.95,null
-0.85,null
1.3,null
2.02,null
-0.82,null
-2.07,null
-0.46,null
-1.03,null
-0.57,null
-1.74,null
-0.04,null
-1.12,null
-1.39,null
3.16,null
0.13,null
-0.17,null
0.22,null
-0.48,null
-1.57,null
-2.47,null
-1.64,null
-0.99,null
-0.36,null
0.56,null
-0.26,null
-0.93,null
2,null
0.54,null
2.37,null
-1.22,null
0.87,null
0.37,null
0.16,null
-1.83,null
2.51,null
-2.28,null
-1.2,null
-0.1,null
-0.12,null
0.54,null
-1.02,null
-0.49,null
-1.14,null
0.5,null
-1.38,null
0.66,null
-0.51,null
-1,null
-0.32,null
-1.11,null
-1.45,null
2.62,null
1.23,null
-0.44,null
-0.64,null
-1.56,null
1.37,null
0.27,null
0.91,null
-1.74,null
